,SAMPLE ID,IGSN,SOURCE,DOI,TITLE,JOURNAL,AUTHOR,EXPEDITION ID,LATITUDE,LONGITUDE,LOC PREC,MIN ELEVATION,MAX ELEVATION,MIN AGE,AGE,MAX AGE,METHOD,ANALYZED MATERIAL,ROCK TYPE,ROCK NAME,MINERAL,SIO2,TIO2,AL2O3,CR2O3,FE2O3,FE2O3T,FEO,FEOT,NIO,MNO,MGO,CAO,SRO,NA2O,K2O,P2O5,BAO,LOI,H2O,H2O_M,H2O_P,SO2,SO3,MN,NI,CO,CU,CD,ZN,AS,AG,S,CA,HE,HE4,HE3_HE4,HE3_HE4_R_RA,AR36,AR40,AR40_RG,AR38_AR36,AR40_AR36,NE,NE20,NE22,NE20_NE22,NE21_NE22,KR78,KR80,KR82,KR83,KR84,KR86,XE,XE124,XE126,XE128,XE129,XE130,XE131,XE132,XE134,XE136,XE129_XE132,XE131_XE132,XE134_XE132,XE136_XE132,LA,CE,PR,ND,SM,EU,GD,TB,DY,HO,ER,TM,YB,LU,AG,AS,B,BA,BE,BI,BR,C,CA,CD,CO,CR,CS,CU,GA,GER,HF,HG,INDIUM,IR,K,LI,MN,MO,NB,NI,OS,P,PB,PD,PT,RB,RE,RH,RU,S,SB,SC,SE,SN,SR,TA,TE,TH,TI,TL,U,V,W,Y,ZN,ZR,ZR2O3,TI,AS,AS,GER,H2O_M,H2O_P,H2O_M,H2O_P,INDIUM
5244,PETDB-3447-VN16171,,EARTHCHEMDB,10.1016/j.lithos.2017.11.020,"GEOCHEMICAL CONSTRAINTS ON THE SPATIAL DISTRIBUTION OF RECYCLED OCEANIC CRUST IN THE MANTLE SOURCE OF LATE CENOZOIC BASALTS, VIETNAM",LITHOS,"HOANG, T; CHOI, S-H; YU, Y; PHAM, T; NGYUEN, K; RYU, J-S",nr,15.7899,107.902,0.0001,,,,,,IGN,WHOLE ROCK,IGNEOUS:VOLCANIC:MAFIC,ALKALI BASALT,,,,,,,,,,,,,,,,,,,6.93,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
5245,PETDB-3447-VN16171,,EARTHCHEMDB,10.1016/j.lithos.2017.11.020,"GEOCHEMICAL CONSTRAINTS ON THE SPATIAL DISTRIBUTION OF RECYCLED OCEANIC CRUST IN THE MANTLE SOURCE OF LATE CENOZOIC BASALTS, VIETNAM",LITHOS,"HOANG, T; CHOI, S-H; YU, Y; PHAM, T; NGYUEN, K; RYU, J-S",nr,15.7899,107.902,0.0001,,,,,,XRF,WHOLE ROCK,IGNEOUS:VOLCANIC:MAFIC,ALKALI BASALT,,43.32,2.809,13.4,,13.52,,,,,0.204,5.34,9.2,,2.4,1.82,0.84,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
5246,PETDB-3523-0020072,,EARTHCHEMDB,10.1007/s00410-011-0613-8,"THE IMPORTANCE OF FRACTIONAL CRYSTALLIZATION AND MAGMA MIXING IN CONTROLLING CHEMICAL DIFFERENTIATION AT SÜPHAN STRATOVOLCANO, EASTERN ANATOLIA, TURKEY",CONTRIBUTIONS TO MINERALOGY AND PETROLOGY,"OZDEMIR, Y; BLUNDY, J D; GULEC, N",nr,38.92,42.98,0.01,,,,,,ICPAES,WHOLE ROCK,IGNEOUS:VOLCANIC:MAFIC,TRACHYTE,,64.06,0.72,15.36,,,4.58,,,,0.09,1.09,2.92,,4.48,3.02,0.187,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
5247,PETDB-3523-0020072,,EARTHCHEMDB,10.1007/s00410-011-0613-8,"THE IMPORTANCE OF FRACTIONAL CRYSTALLIZATION AND MAGMA MIXING IN CONTROLLING CHEMICAL DIFFERENTIATION AT SÜPHAN STRATOVOLCANO, EASTERN ANATOLIA, TURKEY",CONTRIBUTIONS TO MINERALOGY AND PETROLOGY,"OZDEMIR, Y; BLUNDY, J D; GULEC, N",nr,38.92,42.98,0.01,,,,,,ICPMS,WHOLE ROCK,IGNEOUS:VOLCANIC:MAFIC,TRACHYTE,,,,,,,,,,,,,,,,,,,,,,,,,,1.9,32.7,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,24.6,54.6,7.21,28.7,6.12,1.38,6.43,1.11,6.54,1.38,4.17,0.67,4.13,0.64,,,,347,,,,,,,32.7,,3.3,,19,,8.5,,,,,,,,8.9,1.9,,,,,,91,,,,,,9,,,150.9,0.8,,11.5,,,4,,,39.3,,315.6,,,,,,,,,,
5248,PETDB-3523-0020072,,EARTHCHEMDB,10.1007/s00410-011-0613-8,"THE IMPORTANCE OF FRACTIONAL CRYSTALLIZATION AND MAGMA MIXING IN CONTROLLING CHEMICAL DIFFERENTIATION AT SÜPHAN STRATOVOLCANO, EASTERN ANATOLIA, TURKEY",CONTRIBUTIONS TO MINERALOGY AND PETROLOGY,"OZDEMIR, Y; BLUNDY, J D; GULEC, N",nr,38.92,42.98,0.01,,,,,,IGN,WHOLE ROCK,IGNEOUS:VOLCANIC:MAFIC,TRACHYTE,,,,,,,,,,,,,,,,,,,3.3,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
5249,PETDB-3523-0020084,,EARTHCHEMDB,10.1007/s00410-011-0613-8,"THE IMPORTANCE OF FRACTIONAL CRYSTALLIZATION AND MAGMA MIXING IN CONTROLLING CHEMICAL DIFFERENTIATION AT SÜPHAN STRATOVOLCANO, EASTERN ANATOLIA, TURKEY",CONTRIBUTIONS TO MINERALOGY AND PETROLOGY,"OZDEMIR, Y; BLUNDY, J D; GULEC, N",nr,38.92,42.98,0.01,,,,,,ICPAES,WHOLE ROCK,IGNEOUS:VOLCANIC:MAFIC,TRACHYTE,,64.11,0.87,15.7,,,5.73,,,,0.11,1.38,3.6,,4.72,2.61,0.27,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
5250,PETDB-3523-0020084,,EARTHCHEMDB,10.1007/s00410-011-0613-8,"THE IMPORTANCE OF FRACTIONAL CRYSTALLIZATION AND MAGMA MIXING IN CONTROLLING CHEMICAL DIFFERENTIATION AT SÜPHAN STRATOVOLCANO, EASTERN ANATOLIA, TURKEY",CONTRIBUTIONS TO MINERALOGY AND PETROLOGY,"OZDEMIR, Y; BLUNDY, J D; GULEC, N",nr,38.92,42.98,0.01,,,,,,ICPMS,WHOLE ROCK,IGNEOUS:VOLCANIC:MAFIC,TRACHYTE,,,,,,,,,,,,,,,,,,,,,,,,,,0.6,17.3,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,24.1,53.8,6.81,27.5,6.3,1.55,6.45,1.22,7.07,1.42,4.18,0.61,3.97,0.62,,,,344.7,,,,,,,17.3,,2.9,,19.9,,8.6,,,,,,,,9.4,0.6,,,,,,80.8,,,,,,10,,,188.9,0.9,,11,,,3.6,,,40.2,,320.2,,,,,,,,,,
5251,PETDB-3523-0020084,,EARTHCHEMDB,10.1007/s00410-011-0613-8,"THE IMPORTANCE OF FRACTIONAL CRYSTALLIZATION AND MAGMA MIXING IN CONTROLLING CHEMICAL DIFFERENTIATION AT SÜPHAN STRATOVOLCANO, EASTERN ANATOLIA, TURKEY",CONTRIBUTIONS TO MINERALOGY AND PETROLOGY,"OZDEMIR, Y; BLUNDY, J D; GULEC, N",nr,38.92,42.98,0.01,,,,,,IGN,WHOLE ROCK,IGNEOUS:VOLCANIC:MAFIC,TRACHYTE,,,,,,,,,,,,,,,,,,,0.7,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
5252,PETDB-3523-0200510,,EARTHCHEMDB,10.1007/s00410-011-0613-8,"THE IMPORTANCE OF FRACTIONAL CRYSTALLIZATION AND MAGMA MIXING IN CONTROLLING CHEMICAL DIFFERENTIATION AT SÜPHAN STRATOVOLCANO, EASTERN ANATOLIA, TURKEY",CONTRIBUTIONS TO MINERALOGY AND PETROLOGY,"OZDEMIR, Y; BLUNDY, J D; GULEC, N",nr,38.92,42.98,0.01,,,,,,ICPAES,WHOLE ROCK,IGNEOUS:VOLCANIC:MAFIC,TRACHYTE,,62.77,0.92,15.56,,,6.16,,,,0.11,1.47,4.32,,4.83,2.48,0.3,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
5253,PETDB-3523-0200510,,EARTHCHEMDB,10.1007/s00410-011-0613-8,"THE IMPORTANCE OF FRACTIONAL CRYSTALLIZATION AND MAGMA MIXING IN CONTROLLING CHEMICAL DIFFERENTIATION AT SÜPHAN STRATOVOLCANO, EASTERN ANATOLIA, TURKEY",CONTRIBUTIONS TO MINERALOGY AND PETROLOGY,"OZDEMIR, Y; BLUNDY, J D; GULEC, N",nr,38.92,42.98,0.01,,,,,,ICPMS,WHOLE ROCK,IGNEOUS:VOLCANIC:MAFIC,TRACHYTE,,,,,,,,,,,,,,,,,,,,,,,,,,0.5,16.9,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,24.1,53.6,6.81,28,6.3,1.73,6.67,1.29,7.15,1.37,4.1,0.62,3.86,0.59,,,,320.9,,,,,,,16.9,,2.5,,20.3,,7.4,,,,,,,,10.1,0.5,,,,,,69.9,,,,,,11,,,193.3,0.9,,10.1,,,3.4,,,39.5,,298.2,,,,,,,,,,
5254,PETDB-3523-0200510,,EARTHCHEMDB,10.1007/s00410-011-0613-8,"THE IMPORTANCE OF FRACTIONAL CRYSTALLIZATION AND MAGMA MIXING IN CONTROLLING CHEMICAL DIFFERENTIATION AT SÜPHAN STRATOVOLCANO, EASTERN ANATOLIA, TURKEY",CONTRIBUTIONS TO MINERALOGY AND PETROLOGY,"OZDEMIR, Y; BLUNDY, J D; GULEC, N",nr,38.92,42.98,0.01,,,,,,IGN,WHOLE ROCK,IGNEOUS:VOLCANIC:MAFIC,TRACHYTE,,,,,,,,,,,,,,,,,,,1,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
5255,PETDB-3523-0200525,,EARTHCHEMDB,10.1007/s00410-011-0613-8,"THE IMPORTANCE OF FRACTIONAL CRYSTALLIZATION AND MAGMA MIXING IN CONTROLLING CHEMICAL DIFFERENTIATION AT SÜPHAN STRATOVOLCANO, EASTERN ANATOLIA, TURKEY",CONTRIBUTIONS TO MINERALOGY AND PETROLOGY,"OZDEMIR, Y; BLUNDY, J D; GULEC, N",nr,38.92,42.98,0.01,,,,,,ICPAES,WHOLE ROCK,IGNEOUS:VOLCANIC:MAFIC,TRACHYTE,,63.8,0.86,16.06,,,5.42,,,,0.1,1.27,3.63,,4.82,2.71,0.27,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
5256,PETDB-3523-0200525,,EARTHCHEMDB,10.1007/s00410-011-0613-8,"THE IMPORTANCE OF FRACTIONAL CRYSTALLIZATION AND MAGMA MIXING IN CONTROLLING CHEMICAL DIFFERENTIATION AT SÜPHAN STRATOVOLCANO, EASTERN ANATOLIA, TURKEY",CONTRIBUTIONS TO MINERALOGY AND PETROLOGY,"OZDEMIR, Y; BLUNDY, J D; GULEC, N",nr,38.92,42.98,0.01,,,,,,ICPMS,WHOLE ROCK,IGNEOUS:VOLCANIC:MAFIC,TRACHYTE,,,,,,,,,,,,,,,,,,,,,,,,,,0.9,15.2,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,24,53.8,6.81,27.7,5.9,1.6,6.5,1.18,6.92,1.43,4.06,0.62,3.76,0.58,,,,336.8,,,,,,,15.2,,2.6,,19.7,,7.8,,,,,,,,9.7,0.9,,,,,,72.2,,,,,,10,,,190.5,0.9,,8.6,,,3.5,,,38.7,,304.7,,,,,,,,,,
5257,PETDB-3523-0200525,,EARTHCHEMDB,10.1007/s00410-011-0613-8,"THE IMPORTANCE OF FRACTIONAL CRYSTALLIZATION AND MAGMA MIXING IN CONTROLLING CHEMICAL DIFFERENTIATION AT SÜPHAN STRATOVOLCANO, EASTERN ANATOLIA, TURKEY",CONTRIBUTIONS TO MINERALOGY AND PETROLOGY,"OZDEMIR, Y; BLUNDY, J D; GULEC, N",nr,38.92,42.98,0.01,,,,,,IGN,WHOLE ROCK,IGNEOUS:VOLCANIC:MAFIC,TRACHYTE,,,,,,,,,,,,,,,,,,,1,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
5258,PETDB-3523-0200538,,EARTHCHEMDB,10.1007/s00410-011-0613-8,"THE IMPORTANCE OF FRACTIONAL CRYSTALLIZATION AND MAGMA MIXING IN CONTROLLING CHEMICAL DIFFERENTIATION AT SÜPHAN STRATOVOLCANO, EASTERN ANATOLIA, TURKEY",CONTRIBUTIONS TO MINERALOGY AND PETROLOGY,"OZDEMIR, Y; BLUNDY, J D; GULEC, N",nr,38.92,42.98,0.01,,,,,,ICPAES,WHOLE ROCK,IGNEOUS:VOLCANIC:MAFIC,TRACHYTE,,63.45,0.89,15.91,,,5.65,,,,0.1,1.64,3.9,,4.36,2.82,0.22,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
5259,PETDB-3523-0200538,,EARTHCHEMDB,10.1007/s00410-011-0613-8,"THE IMPORTANCE OF FRACTIONAL CRYSTALLIZATION AND MAGMA MIXING IN CONTROLLING CHEMICAL DIFFERENTIATION AT SÜPHAN STRATOVOLCANO, EASTERN ANATOLIA, TURKEY",CONTRIBUTIONS TO MINERALOGY AND PETROLOGY,"OZDEMIR, Y; BLUNDY, J D; GULEC, N",nr,38.92,42.98,0.01,,,,,,ICPMS,WHOLE ROCK,IGNEOUS:VOLCANIC:MAFIC,TRACHYTE,,,,,,,,,,,,,,,,,,,,,,,,,,2.5,14.6,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,23.8,50.7,6.17,23.9,5.5,1.31,5.61,1.07,6.05,1.15,3.4,0.5,3.33,0.5,,,,371.6,,,,,,,14.6,,3.5,,18.9,,6.6,,,,,,,,10.2,2.5,,,,,,85.8,,,,,,11,,,183.4,0.8,,11.4,,,3.6,,,34.6,,248.3,,,,,,,,,,
5260,PETDB-3523-0200538,,EARTHCHEMDB,10.1007/s00410-011-0613-8,"THE IMPORTANCE OF FRACTIONAL CRYSTALLIZATION AND MAGMA MIXING IN CONTROLLING CHEMICAL DIFFERENTIATION AT SÜPHAN STRATOVOLCANO, EASTERN ANATOLIA, TURKEY",CONTRIBUTIONS TO MINERALOGY AND PETROLOGY,"OZDEMIR, Y; BLUNDY, J D; GULEC, N",nr,38.92,42.98,0.01,,,,,,IGN,WHOLE ROCK,IGNEOUS:VOLCANIC:MAFIC,TRACHYTE,,,,,,,,,,,,,,,,,,,1,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
5261,PETDB-3523-0200551,,EARTHCHEMDB,10.1007/s00410-011-0613-8,"THE IMPORTANCE OF FRACTIONAL CRYSTALLIZATION AND MAGMA MIXING IN CONTROLLING CHEMICAL DIFFERENTIATION AT SÜPHAN STRATOVOLCANO, EASTERN ANATOLIA, TURKEY",CONTRIBUTIONS TO MINERALOGY AND PETROLOGY,"OZDEMIR, Y; BLUNDY, J D; GULEC, N",nr,38.92,42.98,0.01,,,,,,ICPAES,WHOLE ROCK,IGNEOUS:VOLCANIC:MAFIC,TRACHYTE,,62.48,1.02,15.71,,,6.42,,,,0.11,1.82,4.19,,4.47,2.88,0.25,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
5262,PETDB-3523-0200551,,EARTHCHEMDB,10.1007/s00410-011-0613-8,"THE IMPORTANCE OF FRACTIONAL CRYSTALLIZATION AND MAGMA MIXING IN CONTROLLING CHEMICAL DIFFERENTIATION AT SÜPHAN STRATOVOLCANO, EASTERN ANATOLIA, TURKEY",CONTRIBUTIONS TO MINERALOGY AND PETROLOGY,"OZDEMIR, Y; BLUNDY, J D; GULEC, N",nr,38.92,42.98,0.01,,,,,,ICPMS,WHOLE ROCK,IGNEOUS:VOLCANIC:MAFIC,TRACHYTE,,,,,,,,,,,,,,,,,,,,,,,,,,2.1,19.7,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,26.3,57,7.06,28.9,6.4,1.61,6.42,1.28,6.95,1.32,3.93,0.61,3.88,0.59,,,,340.1,,,,,,,19.7,,3.5,,18.7,,8.3,,,,,,,,12,2.1,,,,,,87,,,,,,14,,,195.3,1,,10.7,,,3.5,,,40.6,,308.5,,,,,,,,,,
5263,PETDB-3523-0200551,,EARTHCHEMDB,10.1007/s00410-011-0613-8,"THE IMPORTANCE OF FRACTIONAL CRYSTALLIZATION AND MAGMA MIXING IN CONTROLLING CHEMICAL DIFFERENTIATION AT SÜPHAN STRATOVOLCANO, EASTERN ANATOLIA, TURKEY",CONTRIBUTIONS TO MINERALOGY AND PETROLOGY,"OZDEMIR, Y; BLUNDY, J D; GULEC, N",nr,38.92,42.98,0.01,,,,,,IGN,WHOLE ROCK,IGNEOUS:VOLCANIC:MAFIC,TRACHYTE,,,,,,,,,,,,,,,,,,,0.6,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
5264,PETDB-3523-0200555,,EARTHCHEMDB,10.1007/s00410-011-0613-8,"THE IMPORTANCE OF FRACTIONAL CRYSTALLIZATION AND MAGMA MIXING IN CONTROLLING CHEMICAL DIFFERENTIATION AT SÜPHAN STRATOVOLCANO, EASTERN ANATOLIA, TURKEY",CONTRIBUTIONS TO MINERALOGY AND PETROLOGY,"OZDEMIR, Y; BLUNDY, J D; GULEC, N",nr,38.92,42.98,0.01,,,,,,ICPAES,WHOLE ROCK,IGNEOUS:VOLCANIC:MAFIC,TRACHYTE,,66.94,0.66,15.58,,,4.27,,,,0.08,0.97,2.92,,4.85,2.92,0.2,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
5265,PETDB-3523-0200555,,EARTHCHEMDB,10.1007/s00410-011-0613-8,"THE IMPORTANCE OF FRACTIONAL CRYSTALLIZATION AND MAGMA MIXING IN CONTROLLING CHEMICAL DIFFERENTIATION AT SÜPHAN STRATOVOLCANO, EASTERN ANATOLIA, TURKEY",CONTRIBUTIONS TO MINERALOGY AND PETROLOGY,"OZDEMIR, Y; BLUNDY, J D; GULEC, N",nr,38.92,42.98,0.01,,,,,,ICPMS,WHOLE ROCK,IGNEOUS:VOLCANIC:MAFIC,TRACHYTE,,,,,,,,,,,,,,,,,,,,,,,,,,0.7,16.8,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,24.3,53.1,6.51,25.9,5.6,1.38,5.81,1.12,6.46,1.31,3.68,0.6,3.75,0.58,,,,373.9,,,,,,,16.8,,2.3,,19.6,,7.9,,,,,,,,8.4,0.7,,,,,,84.7,,,,,,8,,,151.4,0.8,,11.7,,,4,,,37,,307.8,,,,,,,,,,
5266,PETDB-3523-0200555,,EARTHCHEMDB,10.1007/s00410-011-0613-8,"THE IMPORTANCE OF FRACTIONAL CRYSTALLIZATION AND MAGMA MIXING IN CONTROLLING CHEMICAL DIFFERENTIATION AT SÜPHAN STRATOVOLCANO, EASTERN ANATOLIA, TURKEY",CONTRIBUTIONS TO MINERALOGY AND PETROLOGY,"OZDEMIR, Y; BLUNDY, J D; GULEC, N",nr,38.92,42.98,0.01,,,,,,IGN,WHOLE ROCK,IGNEOUS:VOLCANIC:MAFIC,TRACHYTE,,,,,,,,,,,,,,,,,,,0.4,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
5267,PETDB-3523-0200627,,EARTHCHEMDB,10.1007/s00410-011-0613-8,"THE IMPORTANCE OF FRACTIONAL CRYSTALLIZATION AND MAGMA MIXING IN CONTROLLING CHEMICAL DIFFERENTIATION AT SÜPHAN STRATOVOLCANO, EASTERN ANATOLIA, TURKEY",CONTRIBUTIONS TO MINERALOGY AND PETROLOGY,"OZDEMIR, Y; BLUNDY, J D; GULEC, N",nr,38.92,42.98,0.01,,,,,,ICPAES,WHOLE ROCK,IGNEOUS:VOLCANIC:MAFIC,TRACHYTE,,63.19,0.98,16.22,,,6.41,,,,0.12,1.49,3.9,,4.88,2.47,0.31,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
5268,PETDB-3523-0200627,,EARTHCHEMDB,10.1007/s00410-011-0613-8,"THE IMPORTANCE OF FRACTIONAL CRYSTALLIZATION AND MAGMA MIXING IN CONTROLLING CHEMICAL DIFFERENTIATION AT SÜPHAN STRATOVOLCANO, EASTERN ANATOLIA, TURKEY",CONTRIBUTIONS TO MINERALOGY AND PETROLOGY,"OZDEMIR, Y; BLUNDY, J D; GULEC, N",nr,38.92,42.98,0.01,,,,,,ICPMS,WHOLE ROCK,IGNEOUS:VOLCANIC:MAFIC,TRACHYTE,,,,,,,,,,,,,,,,,,,,,,,,,,0.6,17.5,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,24.7,56.4,7.29,29,6.8,1.78,7.18,1.27,7.12,1.44,4.43,0.64,4.01,0.65,,,,345.1,,,,,,,17.5,,2.6,,20.3,,8.1,,,,,,,,10.5,0.6,,,,,,73.4,,,,,,11,,,210.9,0.9,,10.4,,,3.2,,,42.9,,317,,,,,,,,,,
5269,PETDB-3523-0200614,,EARTHCHEMDB,10.1007/s00410-011-0613-8,"THE IMPORTANCE OF FRACTIONAL CRYSTALLIZATION AND MAGMA MIXING IN CONTROLLING CHEMICAL DIFFERENTIATION AT SÜPHAN STRATOVOLCANO, EASTERN ANATOLIA, TURKEY",CONTRIBUTIONS TO MINERALOGY AND PETROLOGY,"OZDEMIR, Y; BLUNDY, J D; GULEC, N",nr,38.92,42.98,0.01,,,,,,ICPAES,WHOLE ROCK,IGNEOUS:VOLCANIC:MAFIC,TRACHYTE,,63.93,0.84,16.03,,,5.53,,,,0.1,1.25,3.43,,4.8,2.72,0.27,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
5270,PETDB-3523-0200614,,EARTHCHEMDB,10.1007/s00410-011-0613-8,"THE IMPORTANCE OF FRACTIONAL CRYSTALLIZATION AND MAGMA MIXING IN CONTROLLING CHEMICAL DIFFERENTIATION AT SÜPHAN STRATOVOLCANO, EASTERN ANATOLIA, TURKEY",CONTRIBUTIONS TO MINERALOGY AND PETROLOGY,"OZDEMIR, Y; BLUNDY, J D; GULEC, N",nr,38.92,42.98,0.01,,,,,,ICPMS,WHOLE ROCK,IGNEOUS:VOLCANIC:MAFIC,TRACHYTE,,,,,,,,,,,,,,,,,,,,,,,,,,0.7,16.4,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,25.6,57.5,7.28,29.8,6.7,1.76,6.76,1.21,7.34,1.45,4.54,0.57,4,0.66,,,,355,,,,,,,16.4,,2.8,,19,,8.7,,,,,,,,9.9,0.7,,,,,,77.6,,,,,,10,,,186.5,1,,10.7,,,3.2,,,41.2,,331,,,,,,,,,,
5271,PETDB-3523-0200614,,EARTHCHEMDB,10.1007/s00410-011-0613-8,"THE IMPORTANCE OF FRACTIONAL CRYSTALLIZATION AND MAGMA MIXING IN CONTROLLING CHEMICAL DIFFERENTIATION AT SÜPHAN STRATOVOLCANO, EASTERN ANATOLIA, TURKEY",CONTRIBUTIONS TO MINERALOGY AND PETROLOGY,"OZDEMIR, Y; BLUNDY, J D; GULEC, N",nr,38.92,42.98,0.01,,,,,,IGN,WHOLE ROCK,IGNEOUS:VOLCANIC:MAFIC,TRACHYTE,,,,,,,,,,,,,,,,,,,1,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
5272,PETDB-3523-0200627,,EARTHCHEMDB,10.1007/s00410-011-0613-8,"THE IMPORTANCE OF FRACTIONAL CRYSTALLIZATION AND MAGMA MIXING IN CONTROLLING CHEMICAL DIFFERENTIATION AT SÜPHAN STRATOVOLCANO, EASTERN ANATOLIA, TURKEY",CONTRIBUTIONS TO MINERALOGY AND PETROLOGY,"OZDEMIR, Y; BLUNDY, J D; GULEC, N",nr,38.92,42.98,0.01,,,,,,IGN,WHOLE ROCK,IGNEOUS:VOLCANIC:MAFIC,TRACHYTE,,,,,,,,,,,,,,,,,,,< 0.2,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
